Date,Experiment,Proposed Regime,Regime Description,Proposed Strategy,Implemented Regime,Implemented Strategy,Proposed Turnover,Actual Turnover,Transaction Cost,Executed Rebalance,Skipped Due To Threshold
2013-06-17,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-06-18,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-06-19,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-06-20,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-06-21,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-06-24,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-06-25,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-06-26,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-06-27,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-06-28,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-01,Monthly 5% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.033885848123724804,0.0,0.0,False,True
2013-07-02,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-03,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-05,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-08,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-09,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-10,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-11,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-12,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-15,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-16,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-17,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-18,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-19,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-22,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-23,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-24,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-25,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-26,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-29,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-30,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-07-31,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-01,Monthly 5% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.05920469542583923,0.05920469542583923,1.1456286028453264,True,False
2013-08-02,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-05,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-06,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-07,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-08,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-09,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-12,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-13,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-14,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-15,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-16,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-19,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-20,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-21,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-22,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-23,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-26,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-27,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-28,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-29,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-08-30,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-03,Monthly 5% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.007751744999998977,0.0,0.0,False,True
2013-09-04,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-05,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-06,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-09,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-10,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-11,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-12,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-13,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-16,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-17,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-18,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-19,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-20,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-23,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-24,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-25,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-26,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-27,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-09-30,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-01,Monthly 5% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.0015661513153708562,0.0,0.0,False,True
2013-10-02,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-03,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-04,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-07,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-08,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-09,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-10,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-11,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-14,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-15,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-16,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-17,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-18,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-21,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-22,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-23,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-24,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-25,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-28,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-29,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-30,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-10-31,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-01,Monthly 5% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.016386034659437387,0.0,0.0,False,True
2013-11-04,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-05,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-06,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-07,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-08,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-11,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-12,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-13,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-14,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-15,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-18,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-19,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-20,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-21,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-22,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-25,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-26,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-27,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-11-29,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-02,Monthly 5% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.03442385075163967,0.0,0.0,False,True
2013-12-03,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-04,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-05,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-06,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-09,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-10,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-11,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-12,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-13,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-16,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-17,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-18,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-19,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-20,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-23,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-24,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-26,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-27,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-30,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2013-12-31,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-02,Monthly 5% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.05637830403839261,0.05637830403839261,1.1523930032474563,True,False
2014-01-03,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-06,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-07,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-08,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-09,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-10,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-13,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-14,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-15,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-16,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-17,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-21,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-22,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-23,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-24,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-27,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-28,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-29,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-30,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-01-31,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-03,Monthly 5% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.031906884013845394,0.0,0.0,False,True
2014-02-04,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-05,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-06,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-07,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-10,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-11,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-12,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-13,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-14,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-18,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-19,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-20,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-21,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-24,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-25,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-26,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-27,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-02-28,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-03,Monthly 5% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.012085830763330474,0.0,0.0,False,True
2014-03-04,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-05,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-06,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-07,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-10,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-11,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-12,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-13,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-14,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-17,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-18,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-19,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-20,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-21,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-24,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-25,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-26,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-27,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-28,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-03-31,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-01,Monthly 5% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.005395454188994675,0.0,0.0,False,True
2014-04-02,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-03,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-04,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-07,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-08,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-09,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-10,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-11,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-14,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-15,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-16,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-17,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-21,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-22,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-23,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-24,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-25,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-28,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-29,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-04-30,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-01,Monthly 5% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.00569718037693645,0.0,0.0,False,True
2014-05-02,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-05,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-06,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-07,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-08,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-09,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-12,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-13,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-14,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-15,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-16,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-19,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-20,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-21,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-22,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-23,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-27,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-28,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-29,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-05-30,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-02,Monthly 5% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.0033639996746370193,0.0,0.0,False,True
2014-06-03,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-04,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-05,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-06,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-09,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-10,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-11,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-12,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-13,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-16,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-17,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-18,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-19,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-20,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-23,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-24,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-25,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-26,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-27,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-06-30,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-01,Monthly 5% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.0074767448333385444,0.0,0.0,False,True
2014-07-02,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-03,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-07,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-08,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-09,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-10,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-11,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-14,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-15,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-16,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-17,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-18,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-21,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-22,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-23,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-24,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-25,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-28,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-29,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-30,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-07-31,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-01,Monthly 5% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.0020538088034590674,0.0,0.0,False,True
2014-08-04,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-05,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-06,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-07,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-08,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-11,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-12,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-13,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-14,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-15,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-18,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-19,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-20,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-21,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-22,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-25,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-26,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-27,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-28,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-08-29,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-09-02,Monthly 5% Threshold,0.0,Equity growth / risk-on,60/40,0,60/40,0.0116623887771235,0.0,0.0,False,True
2014-09-03,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
2014-09-04,Monthly 5% Threshold,,,,0,60/40,0.0,0.0,0.0,False,False
