,DBC,EEM,EFA,GLD,IEF,IWM,QQQ,SPY,TLT,VNQ
2009-07-02,0.10620491101214928,0.10811363911051748,0.10613584490841847,0.10071483878271802,0.09404660627784613,0.09942840597997707,0.10015402007878424,0.09951434246474938,0.09349238736186079,0.09219500402297905
2009-07-06,0.1033375645796047,0.10820583926949963,0.1066010742697826,0.1004797835970699,0.09439618577714275,0.09885266910708713,0.09992355015937346,0.09980697434630792,0.09359872476832415,0.0947976341258078
2009-07-07,0.10335473796321511,0.10738389545361007,0.10571111479258088,0.10206498506251134,0.09631889483576994,0.0982945166109527,0.09903213936596576,0.09947198720590057,0.09576456162678976,0.09260316708270386
2009-07-08,0.10236306178906973,0.10643835887855245,0.10557559670286654,0.10072626994756899,0.09770239140254422,0.09789794561559444,0.09982738747471502,0.0996828177646091,0.09780667106674976,0.09197949935772984
2009-07-09,0.1029423828223915,0.10827821347099344,0.10680732228412397,0.10093690891679913,0.09707187451401046,0.09743257038058209,0.09994039592264534,0.09981590154160887,0.09658356918441928,0.09019086096242598
2009-07-10,0.1022775782105682,0.1071269180415794,0.10568803380105836,0.10113773718217167,0.09779390562163628,0.0980188412179943,0.10049266013475597,0.09969835895634756,0.09759256491895818,0.09017340191493001
2009-07-13,0.10149352414180282,0.10649723713207075,0.10614892679734708,0.10051273668177509,0.09618647871152058,0.09908765016650774,0.101099426681369,0.10080633721669428,0.09579286909604622,0.09237481337486646
2009-07-14,0.10120643865529884,0.1073554977382575,0.10641571499717013,0.10091742792871673,0.09527739638036806,0.09938905292050607,0.10118170672891277,0.10109020060745669,0.09393464686300115,0.09323191718031205
2009-07-15,0.10147644287018032,0.11050563743909886,0.10751189820231463,0.10013854261067066,0.091872259766499,0.10083563702608671,0.10216484514664291,0.10164307880459911,0.08940476665574656,0.09444689147816121
2009-07-16,0.10110507086020103,0.11004332203035602,0.1078093808135349,0.0992589247756564,0.09187029552472509,0.10147899133243465,0.10276396170649668,0.10087253742362093,0.0898295441783781,0.09496797135459624
2009-07-17,0.10272466176009165,0.1112897807255719,0.10753582849168587,0.09931253127521757,0.09135060561100262,0.10119903493412472,0.10342612845136824,0.10208814674394667,0.0885392270180615,0.09253405498892918
2009-07-20,0.10271707279264704,0.11338444802547167,0.10783458843694534,0.09912432687403057,0.09018751802618472,0.10077297556957486,0.1027111615448578,0.1014867931067956,0.0875506986129986,0.09423041701049381
2009-07-21,0.10200808371161056,0.11268531675194171,0.10815436507404619,0.09863841259788145,0.09089529808646225,0.10026848099671813,0.10307428276349462,0.10161984299772066,0.08900290543913433,0.09365301158099004
2009-07-22,0.1024298794117826,0.11227914041127071,0.10828360538261067,0.09883808293439625,0.09024035796839767,0.10092087781607811,0.10380298284114253,0.10146649181858708,0.08808902928909045,0.09364955212664385
2009-07-23,0.10291936744181934,0.1136537585957505,0.10838254818520678,0.09710429686561282,0.0879673110686635,0.10248040757601581,0.10443494670998173,0.10208457229519587,0.08512087497562044,0.09585191628613327
2009-07-24,0.102826979543815,0.1129093116019487,0.10885257255075413,0.09708736998803708,0.08799628432422822,0.10282329569022719,0.10345418884086373,0.10232022304639565,0.08538011538908304,0.09634965902464722
2009-07-27,0.10288097275008476,0.113506815885843,0.10858879424357173,0.0970646387335583,0.08728524959682361,0.10299357909963722,0.10389100117845097,0.1022703763259622,0.08410997001537336,0.09740860217069476
2009-07-28,0.10216489309017274,0.11345910726335375,0.10856735047981828,0.09579647164210822,0.08781715727044613,0.10346997177060761,0.10359891293858896,0.1022071637439045,0.0852003433255545,0.09771862847544532
2009-07-29,0.10031270252555274,0.11177790527786871,0.10852956026967109,0.09559580807873126,0.08856672244029805,0.10375375276360602,0.10510807172286334,0.10275825035445166,0.08634102706544737,0.09725619950150968
2009-07-30,0.10169648348171656,0.11262874106705821,0.10879634214193305,0.09443011452399068,0.08743437980213938,0.10380463023459117,0.10395469138765345,0.10209525162066377,0.08610076613123425,0.09905859960901948
2009-07-31,0.10291088411707579,0.11228116557179456,0.10959765847126741,0.0954604972703576,0.08762495806101209,0.10256809511260048,0.10282870279855943,0.10144030131285657,0.08708983347496228,0.09819790380951372
2009-08-03,0.10428055477761708,0.1147978755705095,0.11051596833937381,0.09460097567727695,0.08543739625443383,0.10284587501878292,0.10285386763917193,0.10161921504412923,0.0845268456052795,0.09852142607342536
2009-08-04,0.10376433922125573,0.11313555412042077,0.10975199786906158,0.09490487525424474,0.08473286606511718,0.10332483017985408,0.10230152652719275,0.10133510330787487,0.08340441819913078,0.10334448925584747
2009-08-05,0.10486927117386526,0.112193029427649,0.10931529035808416,0.09501450083222958,0.08425935832411002,0.10230368676299437,0.10151954571270831,0.10105332245267182,0.08216583318236673,0.10730616177332084
2009-08-06,0.10324286292349712,0.11211926666746519,0.10946222437612897,0.09555772707362982,0.08490233546644468,0.1016440726966223,0.10139311253544464,0.10129715797934759,0.08307511010164595,0.10730613017977372
2009-08-07,0.10179492566099535,0.11217444933478202,0.10833044813504158,0.09381200665678514,0.08355054963617968,0.10311207204112183,0.10171854410927898,0.10166420034413037,0.08161144319662958,0.11223136088505556
2009-08-10,0.10219848701687079,0.11140300433296013,0.10814422171921742,0.09340022341544167,0.08445775736273219,0.10374675616990518,0.10144831089626903,0.10189914105586251,0.08299373026030925,0.11030836777043192
2009-08-11,0.10166451162316283,0.110394299838745,0.10859537347439537,0.09418830223007496,0.08589209710198366,0.10309441054793683,0.10157898148745756,0.10162998990340016,0.0847900278826899,0.10817200591015362
2009-08-12,0.10150658562675369,0.11063906151348664,0.10908404384845061,0.09371373233211022,0.08507464777580555,0.1039451785397186,0.10246086436701067,0.10202694811256015,0.08331803072148301,0.10823090716262095
2009-08-13,0.10181877637227336,0.11140515985019887,0.10962227154433611,0.09352286790096286,0.08486222713530987,0.10372772720107405,0.10197162789072778,0.10175401622202221,0.08363435733678365,0.10768096854631123
2009-08-14,0.10003564311484499,0.11059305199301821,0.10989011592170353,0.09383013025335353,0.08606650965825928,0.10272540753590187,0.10191577598267605,0.10208859022248112,0.084886129017682,0.10796864630007953
2009-08-17,0.10086207255266048,0.1087654254441966,0.10885994135208542,0.0946083334029257,0.0887005627614132,0.10218516733830062,0.10129297667093713,0.10192585708211725,0.08817334667122147,0.10462631672414223
2009-08-18,0.10177333560615469,0.10998223012324615,0.10959222501323822,0.0940807299073903,0.08746651782330131,0.10246513789765237,0.10166839042400816,0.10166228449139435,0.0867463948576287,0.10456275385598582
2009-08-19,0.10192909386094724,0.10966370595684938,0.10992425572074777,0.0940457922662582,0.08731563501659001,0.1031542497350683,0.10181396718078238,0.10199602559402073,0.08698823548821862,0.10316903918051734
2009-08-20,0.10008490409078592,0.11046173759383354,0.10960624434998033,0.0928531284739997,0.08667886707418601,0.10324103555989238,0.10198590439882885,0.10202687453089491,0.08683449711365143,0.10622680681394699
2009-08-21,0.09963103254167628,0.11079370415551516,0.11066830726394028,0.09311925541548002,0.0847748001213978,0.10436236623799836,0.10211435619345431,0.10278809458563946,0.08403470616379437,0.10771337732110382
2009-08-24,0.09971721880759382,0.11118427054851533,0.1105501385234706,0.09173615250014468,0.08522478536649994,0.10423493169116975,0.10192351653654785,0.10268796018998241,0.08548319432227786,0.10725783151379781
2009-08-25,0.0980212019320221,0.11064234474767774,0.1113485050471268,0.09190582587207641,0.08521996326576663,0.10440198369158432,0.10195273667980019,0.10261100850486873,0.08573572923258627,0.10816070102649072
2009-08-26,0.09777374852847892,0.11032168778728847,0.11089893522936306,0.09194703408821295,0.08534270362053206,0.10464752775440463,0.10178864548128981,0.10263375184159461,0.08613938846771942,0.10850657720111608
2009-08-27,0.09833561718630725,0.10981792975770632,0.11144643996781936,0.09209943444368697,0.08488432692595003,0.10421049420770498,0.10177173071144709,0.1025908502885833,0.08557335105729191,0.10926982545350265
2009-08-28,0.09802975092280297,0.10914143193926158,0.11140711650523326,0.09268635890858545,0.08500195730944297,0.10345548151647659,0.10177891178248814,0.10247687397920484,0.0858864210612213,0.11013569607528294
2009-08-31,0.09641390486095126,0.10817730553761165,0.11181553119582673,0.0932455918260665,0.08619914524980977,0.10307177485868363,0.10186501865977875,0.10269185015331575,0.08692040303820386,0.10959947461975207
2009-09-01,0.0,0.0,0.0,0.0,0.4059895721755305,0.0,0.0,0.5940104278244694,0.0,0.0
2009-09-02,0.0,0.0,0.0,0.0,0.408221077007262,0.0,0.0,0.591778922992738,0.0,0.0
2009-09-03,0.0,0.0,0.0,0.0,0.40535633983282715,0.0,0.0,0.5946436601671728,0.0,0.0
2009-09-04,0.0,0.0,0.0,0.0,0.400563104333818,0.0,0.0,0.599436895666182,0.0,0.0
2009-09-08,0.0,0.0,0.0,0.0,0.39795089560728814,0.0,0.0,0.6020491043927118,0.0,0.0
2009-09-09,0.0,0.0,0.0,0.0,0.39633093202520453,0.0,0.0,0.6036690679747955,0.0,0.0
2009-09-10,0.0,0.0,0.0,0.0,0.3956782705353916,0.0,0.0,0.6043217294646083,0.0,0.0
2009-09-11,0.0,0.0,0.0,0.0,0.39642665667517635,0.0,0.0,0.6035733433248237,0.0,0.0
2009-09-14,0.0,0.0,0.0,0.0,0.3938595676709166,0.0,0.0,0.6061404323290833,0.0,0.0
2009-09-15,0.0,0.0,0.0,0.0,0.3923685839012852,0.0,0.0,0.6076314160987148,0.0,0.0
2009-09-16,0.0,0.0,0.0,0.0,0.38861080106110224,0.0,0.0,0.6113891989388978,0.0,0.0
2009-09-17,0.0,0.0,0.0,0.0,0.3901357107637116,0.0,0.0,0.6098642892362883,0.0,0.0
2009-09-18,0.0,0.0,0.0,0.0,0.3887097788182704,0.0,0.0,0.6112902211817297,0.0,0.0
2009-09-21,0.0,0.0,0.0,0.0,0.38915539685845685,0.0,0.0,0.6108446031415431,0.0,0.0
2009-09-22,0.0,0.0,0.0,0.0,0.3884002390433281,0.0,0.0,0.611599760956672,0.0,0.0
2009-09-23,0.0,0.0,0.0,0.0,0.3909056450988829,0.0,0.0,0.6090943549011171,0.0,0.0
2009-09-24,0.0,0.0,0.0,0.0,0.3941978500223156,0.0,0.0,0.6058021499776844,0.0,0.0
2009-09-25,0.0,0.0,0.0,0.0,0.3964374664719142,0.0,0.0,0.6035625335280858,0.0,0.0
2009-09-28,0.0,0.0,0.0,0.0,0.3926129211706208,0.0,0.0,0.6073870788293791,0.0,0.0
2009-09-29,0.0,0.0,0.0,0.0,0.3932285921978064,0.0,0.0,0.6067714078021935,0.0,0.0
2009-09-30,0.0,0.0,0.0,0.0,0.3943348428124393,0.0,0.0,0.6056651571875608,0.0,0.0
2009-10-01,0.0,0.0,0.0,0.0,0.4021519628366515,0.0,0.0,0.5978480371633486,0.0,0.0
2009-10-02,0.0,0.0,0.0,0.0,0.40317215597205275,0.0,0.0,0.5968278440279472,0.0,0.0
2009-10-05,0.0,0.0,0.0,0.0,0.39958572811334836,0.0,0.0,0.6004142718866516,0.0,0.0
2009-10-06,0.0,0.0,0.0,0.0,0.3954036878782999,0.0,0.0,0.6045963121217,0.0,0.0
2009-10-07,0.0,0.0,0.0,0.0,0.3962683733917344,0.0,0.0,0.6037316266082656,0.0,0.0
2009-10-08,0.0,0.0,0.0,0.0,0.39357128842767397,0.0,0.0,0.606428711572326,0.0,0.0
2009-10-09,0.0,0.0,0.0,0.0,0.3898247789280886,0.0,0.0,0.6101752210719114,0.0,0.0
2009-10-12,0.0,0.0,0.0,0.0,0.3895936103744088,0.0,0.0,0.6104063896255911,0.0,0.0
2009-10-13,0.0,0.0,0.0,0.0,0.3906221078688624,0.0,0.0,0.6093778921311375,0.0,0.0
2009-10-14,0.0,0.0,0.0,0.0,0.3849437521313118,0.0,0.0,0.6150562478686882,0.0,0.0
2009-10-15,0.0,0.0,0.0,0.0,0.3833041573823154,0.0,0.0,0.6166958426176846,0.0,0.0
2009-10-16,0.0,0.0,0.0,0.0,0.38616562440021046,0.0,0.0,0.6138343755997896,0.0,0.0
2009-10-19,0.0,0.0,0.0,0.0,0.38457700393111544,0.0,0.0,0.6154229960688846,0.0,0.0
2009-10-20,0.0,0.0,0.0,0.0,0.38637209232356107,0.0,0.0,0.6136279076764388,0.0,0.0
2009-10-21,0.0,0.0,0.0,0.0,0.387969606670194,0.0,0.0,0.612030393329806,0.0,0.0
2009-10-22,0.0,0.0,0.0,0.0,0.38487469583975215,0.0,0.0,0.6151253041602478,0.0,0.0
2009-10-23,0.0,0.0,0.0,0.0,0.38643316875151745,0.0,0.0,0.6135668312484827,0.0,0.0
2009-10-26,0.0,0.0,0.0,0.0,0.38765886149944623,0.0,0.0,0.6123411385005538,0.0,0.0
2009-10-27,0.0,0.0,0.0,0.0,0.3907866940937839,0.0,0.0,0.6092133059062161,0.0,0.0
2009-10-28,0.0,0.0,0.0,0.0,0.39606677191909373,0.0,0.0,0.6039332280809062,0.0,0.0
2009-10-29,0.0,0.0,0.0,0.0,0.38985659339688805,0.0,0.0,0.6101434066031118,0.0,0.0
2009-10-30,0.0,0.0,0.0,0.0,0.39864945565913945,0.0,0.0,0.6013505443408605,0.0,0.0
2009-11-02,0.0,0.0,0.0,0.0,0.3962676141671009,0.0,0.0,0.6037323858328992,0.0,0.0
2009-11-03,0.0,0.0,0.0,0.0,0.39495983438766313,0.0,0.0,0.6050401656123369,0.0,0.0
2009-11-04,0.0,0.0,0.0,0.0,0.3936859154714422,0.0,0.0,0.6063140845285577,0.0,0.0
2009-11-05,0.0,0.0,0.0,0.0,0.3893960526131679,0.0,0.0,0.6106039473868321,0.0,0.0
2009-11-06,0.0,0.0,0.0,0.0,0.3894817349651266,0.0,0.0,0.6105182650348734,0.0,0.0
2009-11-09,0.0,0.0,0.0,0.0,0.38424433317816753,0.0,0.0,0.6157556668218324,0.0,0.0
2009-11-10,0.0,0.0,0.0,0.0,0.3843837688479903,0.0,0.0,0.6156162311520097,0.0,0.0
2009-11-11,0.0,0.0,0.0,0.0,0.38385322033848795,0.0,0.0,0.6161467796615121,0.0,0.0
2009-11-12,0.0,0.0,0.0,0.0,0.3863513533926824,0.0,0.0,0.6136486466073175,0.0,0.0
2009-11-13,0.0,0.0,0.0,0.0,0.38525412484499333,0.0,0.0,0.6147458751550067,0.0,0.0
2009-11-16,0.0,0.0,0.0,0.0,0.38311380324175515,0.0,0.0,0.616886196758245,0.0,0.0
2009-11-17,0.0,0.0,0.0,0.0,0.38335225340600176,0.0,0.0,0.6166477465939983,0.0,0.0
2009-11-18,0.0,0.0,0.0,0.0,0.3829089819404502,0.0,0.0,0.6170910180595498,0.0,0.0
2009-11-19,0.0,0.0,0.0,0.0,0.38629728116564493,0.0,0.0,0.613702718834355,0.0,0.0
2009-11-20,0.0,0.0,0.0,0.0,0.38711514441116984,0.0,0.0,0.6128848555888301,0.0,0.0
2009-11-23,0.0,0.0,0.0,0.0,0.3837896312867417,0.0,0.0,0.6162103687132582,0.0,0.0
2009-11-24,0.0,0.0,0.0,0.0,0.3846364022904085,0.0,0.0,0.6153635977095914,0.0,0.0
2009-11-25,0.0,0.0,0.0,0.0,0.3846008575502178,0.0,0.0,0.6153991424497823,0.0,0.0
2009-11-27,0.0,0.0,0.0,0.0,0.3895629424714219,0.0,0.0,0.6104370575285781,0.0,0.0
2009-11-30,0.0,0.0,0.0,0.0,0.38914473459436544,0.0,0.0,0.6108552654056344,0.0,0.0
2009-12-01,0.0,0.0,0.0,0.0,0.3849162113233385,0.0,0.0,0.6150837886766615,0.0,0.0
2009-12-02,0.0,0.0,0.0,0.0,0.3845352206353467,0.0,0.0,0.6154647793646533,0.0,0.0
2009-12-03,0.0,0.0,0.0,0.0,0.38528652997116986,0.0,0.0,0.6147134700288301,0.0,0.0
2009-12-04,0.0,0.0,0.0,0.0,0.38218070879713917,0.0,0.0,0.6178192912028609,0.0,0.0
2009-12-07,0.0,0.0,0.0,0.0,0.38319091666452837,0.0,0.0,0.6168090833354717,0.0,0.0
2009-12-08,0.0,0.0,0.0,0.0,0.38666102988591966,0.0,0.0,0.6133389701140803,0.0,0.0
2009-12-09,0.0,0.0,0.0,0.0,0.38531029984492676,0.0,0.0,0.6146897001550733,0.0,0.0
2009-12-10,0.0,0.0,0.0,0.0,0.3831771833346055,0.0,0.0,0.6168228166653945,0.0,0.0
2009-12-11,0.0,0.0,0.0,0.0,0.3810074938571873,0.0,0.0,0.6189925061428128,0.0,0.0
2009-12-14,0.0,0.0,0.0,0.0,0.37940118503514497,0.0,0.0,0.6205988149648549,0.0,0.0
2009-12-15,0.0,0.0,0.0,0.0,0.3797439451329409,0.0,0.0,0.620256054867059,0.0,0.0
2009-12-16,0.0,0.0,0.0,0.0,0.37938473336868744,0.0,0.0,0.6206152666313125,0.0,0.0
2009-12-17,0.0,0.0,0.0,0.0,0.38431816467982444,0.0,0.0,0.6156818353201755,0.0,0.0
2009-12-18,0.0,0.0,0.0,0.0,0.3818157309855941,0.0,0.0,0.6181842690144058,0.0,0.0
2009-12-21,0.0,0.0,0.0,0.0,0.3770088857276911,0.0,0.0,0.6229911142723089,0.0,0.0
2009-12-22,0.0,0.0,0.0,0.0,0.3751199388224129,0.0,0.0,0.624880061177587,0.0,0.0
2009-12-23,0.0,0.0,0.0,0.0,0.3745543474846215,0.0,0.0,0.6254456525153785,0.0,0.0
2009-12-24,0.0,0.0,0.0,0.0,0.37260933216340375,0.0,0.0,0.6273906678365964,0.0,0.0
2009-12-28,0.0,0.0,0.0,0.0,0.3714805377041237,0.0,0.0,0.6285194622958763,0.0,0.0
2009-12-29,0.0,0.0,0.0,0.0,0.3724285018620764,0.0,0.0,0.6275714981379237,0.0,0.0
2009-12-30,0.0,0.0,0.0,0.0,0.37293212519221136,0.0,0.0,0.6270678748077887,0.0,0.0
2009-12-31,0.0,0.0,0.0,0.0,0.3740557750790217,0.0,0.0,0.6259442249209783,0.0,0.0
2010-01-04,0.0,0.0,0.0,0.0,0.37070521288114405,0.0,0.0,0.6292947871188559,0.0,0.0
2010-01-05,0.0,0.0,0.0,0.0,0.37111044691489153,0.0,0.0,0.6288895530851083,0.0,0.0
2010-01-06,0.0,0.0,0.0,0.0,0.3700031887072568,0.0,0.0,0.6299968112927432,0.0,0.0
2010-01-07,0.0,0.0,0.0,0.0,0.3690218037492342,0.0,0.0,0.6309781962507657,0.0,0.0
2010-01-08,0.0,0.0,0.0,0.0,0.3685364513798883,0.0,0.0,0.6314635486201117,0.0,0.0
2010-01-11,0.0,0.0,0.0,0.0,0.3683688159479348,0.0,0.0,0.6316311840520652,0.0,0.0
2010-01-12,0.0,0.0,0.0,0.0,0.3722241563170858,0.0,0.0,0.6277758436829142,0.0,0.0
2010-01-13,0.0,0.0,0.0,0.0,0.36914055592534023,0.0,0.0,0.6308594440746599,0.0,0.0
2010-01-14,0.0,0.0,0.0,0.0,0.3696052299268717,0.0,0.0,0.6303947700731283,0.0,0.0
2010-01-15,0.0,0.0,0.0,0.0,0.3732798448541333,0.0,0.0,0.6267201551458667,0.0,0.0
2010-01-19,0.0,0.0,0.0,0.0,0.3699648356518518,0.0,0.0,0.6300351643481483,0.0,0.0
2010-01-20,0.0,0.0,0.0,0.0,0.37315517791717595,0.0,0.0,0.626844822082824,0.0,0.0
2010-01-21,0.0,0.0,0.0,0.0,0.37856673091434107,0.0,0.0,0.621433269085659,0.0,0.0
2010-01-22,0.0,0.0,0.0,0.0,0.3840934396974127,0.0,0.0,0.6159065603025873,0.0,0.0
2010-01-25,0.0,0.0,0.0,0.0,0.38236241041579255,0.0,0.0,0.6176375895842076,0.0,0.0
2010-01-26,0.0,0.0,0.0,0.0,0.3838248963599431,0.0,0.0,0.6161751036400569,0.0,0.0
2010-01-27,0.0,0.0,0.0,0.0,0.3821549347401864,0.0,0.0,0.6178450652598135,0.0,0.0
2010-01-28,0.0,0.0,0.0,0.0,0.38480443723191277,0.0,0.0,0.6151955627680873,0.0,0.0
2010-01-29,0.0,0.0,0.0,0.0,0.38831271080183044,0.0,0.0,0.6116872891981696,0.0,0.0
2010-02-01,0.0,0.0,0.0,0.0,0.38384106488444053,0.0,0.0,0.6161589351155594,0.0,0.0
2010-02-02,0.0,0.0,0.0,0.0,0.38139218274319814,0.0,0.0,0.6186078172568019,0.0,0.0
2010-02-03,0.0,0.0,0.0,0.0,0.38144360303996777,0.0,0.0,0.6185563969600323,0.0,0.0
2010-02-04,0.0,0.0,0.0,0.0,0.39081998732886203,0.0,0.0,0.609180012671138,0.0,0.0
2010-02-05,0.0,0.0,0.0,0.0,0.3910896320643606,0.0,0.0,0.6089103679356394,0.0,0.0
2010-02-08,0.0,0.0,0.0,0.0,0.3926063731706341,0.0,0.0,0.6073936268293659,0.0,0.0
2010-02-09,0.0,0.0,0.0,0.0,0.38834703181597563,0.0,0.0,0.6116529681840244,0.0,0.0
2010-02-10,0.0,0.0,0.0,0.0,0.38815400977890363,0.0,0.0,0.6118459902210964,0.0,0.0
2010-02-11,0.0,0.0,0.0,0.0,0.3853946316404768,0.0,0.0,0.6146053683595232,0.0,0.0
2010-02-12,0.0,0.0,0.0,0.0,0.3861446368020434,0.0,0.0,0.6138553631979565,0.0,0.0
2010-02-16,0.0,0.0,0.0,0.0,0.3829743599180693,0.0,0.0,0.6170256400819306,0.0,0.0
2010-02-17,0.0,0.0,0.0,0.0,0.38060095695128654,0.0,0.0,0.6193990430487135,0.0,0.0
2010-02-18,0.0,0.0,0.0,0.0,0.3783763744474978,0.0,0.0,0.6216236255525023,0.0,0.0
2010-02-19,0.0,0.0,0.0,0.0,0.37802052130348496,0.0,0.0,0.621979478696515,0.0,0.0
2010-02-22,0.0,0.0,0.0,0.0,0.37779468575597563,0.0,0.0,0.6222053142440243,0.0,0.0
2010-02-23,0.0,0.0,0.0,0.0,0.38245726740933955,0.0,0.0,0.6175427325906605,0.0,0.0
2010-02-24,0.0,0.0,0.0,0.0,0.3804278851251764,0.0,0.0,0.6195721148748236,0.0,0.0
2010-02-25,0.0,0.0,0.0,0.0,0.38160822346632073,0.0,0.0,0.6183917765336793,0.0,0.0
2010-02-26,0.0,0.0,0.0,0.0,0.3818235910607432,0.0,0.0,0.6181764089392568,0.0,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.3796325493108225,0.0,0.0,0.6203674506891774,0.0,0.0
2010-03-02,0.0,0.0,0.0,0.0,0.3791113333795131,0.0,0.0,0.6208886666204869,0.0,0.0
2010-03-03,0.0,0.0,0.0,0.0,0.37866767690496433,0.0,0.0,0.6213323230950356,0.0,0.0
2010-03-04,0.0,0.0,0.0,0.0,0.37837190661509096,0.0,0.0,0.621628093384909,0.0,0.0
2010-03-05,0.0,0.0,0.0,0.0,0.37392596030569597,0.0,0.0,0.626074039694304,0.0,0.0
2010-03-08,0.0,0.0,0.0,0.0,0.37326183123049483,0.0,0.0,0.6267381687695052,0.0,0.0
2010-03-09,0.0,0.0,0.0,0.0,0.3734704692402604,0.0,0.0,0.6265295307597397,0.0,0.0
2010-03-10,0.0,0.0,0.0,0.0,0.3720418348493594,0.0,0.0,0.6279581651506406,0.0,0.0
2010-03-11,0.0,0.0,0.0,0.0,0.37086158510588235,0.0,0.0,0.6291384148941176,0.0,0.0
2010-03-12,0.0,0.0,0.0,0.0,0.37120417655363647,0.0,0.0,0.6287958234463635,0.0,0.0
2010-03-15,0.0,0.0,0.0,0.0,0.3711435510826011,0.0,0.0,0.628856448917399,0.0,0.0
2010-03-16,0.0,0.0,0.0,0.0,0.3701967120682808,0.0,0.0,0.6298032879317192,0.0,0.0
2010-03-17,0.0,0.0,0.0,0.0,0.369102811222372,0.0,0.0,0.630897188777628,0.0,0.0
2010-03-18,0.0,0.0,0.0,0.0,0.36860445366338107,0.0,0.0,0.631395546336619,0.0,0.0
2010-03-19,0.0,0.0,0.0,0.0,0.3694765213801545,0.0,0.0,0.6305234786198455,0.0,0.0
2010-03-22,0.0,0.0,0.0,0.0,0.3690080951423398,0.0,0.0,0.6309919048576601,0.0,0.0
2010-03-23,0.0,0.0,0.0,0.0,0.36688945860086936,0.0,0.0,0.6331105413991307,0.0,0.0
2010-03-24,0.0,0.0,0.0,0.0,0.3656952586076922,0.0,0.0,0.6343047413923079,0.0,0.0
2010-03-25,0.0,0.0,0.0,0.0,0.3652156470158649,0.0,0.0,0.634784352984135,0.0,0.0
2010-03-26,0.0,0.0,0.0,0.0,0.3659005086943003,0.0,0.0,0.6340994913056998,0.0,0.0
2010-03-29,0.0,0.0,0.0,0.0,0.3640965528445787,0.0,0.0,0.6359034471554212,0.0,0.0
2010-03-30,0.0,0.0,0.0,0.0,0.364172117527992,0.0,0.0,0.635827882472008,0.0,0.0
2010-03-31,0.0,0.0,0.0,0.0,0.3655074957033549,0.0,0.0,0.6344925042966452,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.36344822391998166,0.0,0.0,0.6365517760800183,0.0,0.0
2010-04-05,0.0,0.0,0.0,0.0,0.35949239775089215,0.0,0.0,0.6405076022491077,0.0,0.0
2010-04-06,0.0,0.0,0.0,0.0,0.35962733417958903,0.0,0.0,0.640372665820411,0.0,0.0
2010-04-07,0.0,0.0,0.0,0.0,0.36237773978418353,0.0,0.0,0.6376222602158165,0.0,0.0
2010-04-08,0.0,0.0,0.0,0.0,0.36131991751025616,0.0,0.0,0.6386800824897438,0.0,0.0
2010-04-09,0.0,0.0,0.0,0.0,0.3600695098429726,0.0,0.0,0.6399304901570273,0.0,0.0
2010-04-12,0.0,0.0,0.0,0.0,0.36032372816736635,0.0,0.0,0.6396762718326336,0.0,0.0
2010-04-13,0.0,0.0,0.0,0.0,0.3605886966843342,0.0,0.0,0.6394113033156659,0.0,0.0
2010-04-14,0.0,0.0,0.0,0.0,0.3573738558925085,0.0,0.0,0.6426261441074916,0.0,0.0
2010-04-15,0.0,0.0,0.0,0.0,0.3575702387039006,0.0,0.0,0.6424297612960994,0.0,0.0
2010-04-16,0.0,0.0,0.0,0.0,0.3626541678440986,0.0,0.0,0.6373458321559013,0.0,0.0
2010-04-19,0.0,0.0,0.0,0.0,0.3612195076424414,0.0,0.0,0.6387804923575586,0.0,0.0
2010-04-20,0.0,0.0,0.0,0.0,0.3592730141936639,0.0,0.0,0.640726985806336,0.0,0.0
2010-04-21,0.0,0.0,0.0,0.0,0.360435737237442,0.0,0.0,0.6395642627625581,0.0,0.0
2010-04-22,0.0,0.0,0.0,0.0,0.359211685059889,0.0,0.0,0.640788314940111,0.0,0.0
2010-04-23,0.0,0.0,0.0,0.0,0.35707534470200547,0.0,0.0,0.6429246552979945,0.0,0.0
2010-04-26,0.0,0.0,0.0,0.0,0.3580982668920616,0.0,0.0,0.6419017331079383,0.0,0.0
2010-04-27,0.0,0.0,0.0,0.0,0.36577947438016145,0.0,0.0,0.6342205256198387,0.0,0.0
2010-04-28,0.0,0.0,0.0,0.0,0.36284635394814646,0.0,0.0,0.6371536460518534,0.0,0.0
2010-04-29,0.0,0.0,0.0,0.0,0.3603866978337956,0.0,0.0,0.6396133021662043,0.0,0.0
2010-04-30,0.0,0.0,0.0,0.0,0.36574891767441564,0.0,0.0,0.6342510823255844,0.0,0.0
2010-05-03,0.0,0.0,0.0,0.0,0.3621602571215128,0.0,0.0,0.6378397428784872,0.0,0.0
2010-05-04,0.0,0.0,0.0,0.0,0.3692430354746791,0.0,0.0,0.6307569645253208,0.0,0.0
2010-05-05,0.0,0.0,0.0,0.0,0.3715331862319513,0.0,0.0,0.6284668137680487,0.0,0.0
2010-05-06,0.0,0.0,0.0,0.0,0.38202580335017366,0.0,0.0,0.6179741966498262,0.0,0.0
2010-05-07,0.0,0.0,0.0,0.0,0.38492677380893153,0.0,0.0,0.6150732261910684,0.0,0.0
2010-05-10,0.0,0.0,0.0,0.0,0.3729853789513012,0.0,0.0,0.6270146210486988,0.0,0.0
2010-05-11,0.0,0.0,0.0,0.0,0.37393294457623144,0.0,0.0,0.6260670554237686,0.0,0.0
